member_id,loyalty_years,vehicles_covered,premium_plan_ind,mobile_app_user,home_auto_bundle,auto_pay_ind,recent_rate_increase,churn
72930378,3,1,0,1,0,1,0,0
65564365,12,2,0,1,0,0,1,0
43841549,0,3,0,1,0,0,0,0
98194008,19,3,1,1,0,0,0,0
77652112,10,1,0,0,0,0,0,1
55205117,2,1,0,1,0,0,0,1
68009934,6,1,0,0,0,0,1,1
67869182,14,1,0,0,0,1,1,0
53485804,12,3,0,0,0,1,1,0
64650689,16,2,0,1,0,0,0,0
62660229,8,2,0,0,0,1,0,0
53477506,9,3,0,0,1,0,0,0
80327314,18,1,0,1,0,1,1,0
46790993,6,2,0,1,0,1,0,0
60893993,18,2,0,1,0,1,0,0
95141860,12,2,1,0,0,1,0,0
80910548,16,2,0,0,0,0,0,0
65782282,18,3,1,1,1,0,0,0
29618699,13,3,1,1,0,0,0,0
53833362,10,2,0,1,1,0,0,0
88941452,10,2,0,1,0,0,1,1
88316349,11,1,0,0,0,0,0,0
37686026,4,2,0,0,0,0,0,1
46586172,14,2,0,1,0,0,0,0
33684840,11,2,0,0,0,1,1,0
77217117,2,3,0,0,0,1,0,0
23872495,18,2,1,0,0,0,0,0
25851038,17,3,0,1,0,1,0,0
51045562,19,3,1,1,0,0,0,0
18434632,0,1,0,1,1,0,1,0
81549275,20,2,0,0,0,0,0,1
67342503,3,2,0,1,0,0,0,0
61104157,4,1,0,1,0,1,0,1
66008634,7,2,0,1,0,0,1,1
66525909,18,2,0,0,1,0,0,0
74175800,7,3,0,1,1,0,0,0
44389799,9,2,0,1,0,1,0,1
72489524,18,4,0,1,0,1,0,0
12282728,6,2,0,0,0,0,0,0
70660633,0,2,0,1,0,0,1,0
30389186,14,3,0,1,0,0,0,0
99381461,12,1,0,1,1,1,0,0
50047479,15,1,0,0,1,1,0,0
70719040,3,2,0,1,1,0,0,0
65172513,9,2,0,1,0,0,0,0
65180468,16,2,0,1,1,0,1,0
86052917,2,2,1,0,0,0,0,0
19219261,7,3,0,0,0,0,0,0
50789565,7,1,0,1,0,0,0,0
65257290,9,2,0,0,1,0,0,0
72792784,12,3,0,1,0,0,0,0
27773995,1,2,0,1,0,0,0,0
47432613,19,2,0,0,0,0,0,0
52014630,8,3,0,0,0,0,1,0
43406191,20,2,0,1,0,0,0,0
17587010,8,1,1,1,0,0,0,0
63756873,18,4,1,0,0,0,0,0
82180857,20,3,0,0,0,1,0,0
69564829,8,1,0,1,0,0,0,0
55189321,17,2,0,0,0,0,0,0
42756909,1,3,0,1,0,0,0,1
99635298,5,2,0,1,1,0,1,1
83368103,11,1,0,0,0,0,0,0
46625645,4,1,0,1,1,0,0,1
36360035,12,3,0,0,0,1,0,1
53874763,6,3,0,0,1,1,0,0
32936002,18,2,0,0,0,0,0,0
43927734,3,3,0,0,0,0,0,0
42121974,4,1,0,0,0,0,1,1
44543028,13,3,0,1,0,0,0,0
46127520,9,3,0,0,0,0,0,0
26240544,2,1,0,0,0,0,0,0
76334394,6,2,1,1,0,0,0,0
11952596,16,2,0,1,1,0,0,0
31485713,11,1,0,0,1,0,0,0
18195664,13,2,0,1,0,0,0,0
68041042,15,3,0,1,0,0,0,0
39636273,17,1,0,1,0,0,0,0
15836581,9,2,0,1,0,0,0,0
62655301,14,1,0,1,0,0,0,1
20275217,14,3,0,0,0,0,0,0
68507381,6,1,0,1,1,0,0,0
51756323,14,2,0,1,0,0,0,0
93685679,9,2,0,1,0,0,0,0
60114018,13,1,0,0,1,0,0,0
41294059,3,3,0,1,1,0,0,0
61412437,9,2,0,1,0,0,0,0
94607298,19,1,0,0,0,1,1,0
22012224,6,2,0,0,0,0,0,0
22145233,19,3,0,1,0,0,0,0
53858621,16,2,0,0,0,0,0,0
18915845,16,2,0,1,0,0,0,1
38203950,11,2,0,1,1,0,0,0
36542574,3,2,0,0,1,0,0,0
57273684,15,2,0,1,0,1,0,0
52362420,0,3,0,1,0,0,1,0
58424037,10,2,0,0,0,0,0,0
25929704,6,1,1,0,1,0,0,0
37630122,6,3,0,0,1,0,1,1
69069133,5,1,0,0,0,0,0,0
70136550,8,3,0,1,0,1,0,1
76567652,4,1,0,0,0,1,0,0
50382470,16,2,0,0,0,1,0,0
65021170,7,1,0,0,1,0,0,0
23656747,17,2,0,0,0,0,0,0
55998030,0,1,0,0,1,0,0,0
41031558,14,2,0,0,0,0,1,0
53734360,11,1,0,1,1,1,0,0
10069053,5,2,0,1,1,0,0,0
60692452,8,2,1,1,1,0,0,0
85719028,12,2,0,0,0,1,0,0
80633744,8,3,0,0,0,1,0,0
95250429,4,3,0,1,1,1,0,0
74863682,4,3,0,0,0,0,0,0
10165187,2,2,0,1,0,0,0,0
44873087,7,2,0,1,0,1,0,0
41573478,13,3,0,0,0,0,0,0
88834226,10,3,0,1,0,1,0,0
39892678,19,2,0,0,0,0,0,0
50983733,8,3,0,0,0,0,0,0
95232907,15,1,1,0,0,0,0,0
66417166,1,3,0,0,0,0,1,1
32768435,3,2,0,0,0,0,1,1
83322918,17,2,0,1,0,0,0,0
25974036,5,1,1,0,0,0,0,0
54624799,6,2,0,0,0,0,0,1
65503085,18,1,0,1,1,0,0,0
23539789,5,1,0,0,1,0,0,0
57153077,16,4,0,0,1,0,0,0
44076377,13,2,0,1,0,0,0,0
95118949,3,3,0,0,0,1,0,0
45801820,4,2,0,0,0,0,0,0
43126146,4,2,0,1,0,0,0,1
43634802,5,3,0,1,1,0,0,0
20502261,17,2,0,1,0,1,0,0
53435022,1,3,0,1,0,0,0,0
94616828,5,2,0,1,1,0,0,0
97854111,5,2,1,0,1,0,0,0
92993603,15,2,0,1,0,1,0,0
34682034,20,3,1,1,0,0,1,0
33262258,11,2,0,1,1,0,0,0
14423237,18,2,0,0,0,0,0,0
12180007,3,2,0,1,0,0,0,0
32312177,19,2,1,0,0,0,0,0
48613048,16,2,0,0,0,0,0,0
35324943,8,1,0,1,0,0,0,1
48435622,16,2,0,0,1,0,0,0
47613901,17,2,0,0,1,1,1,0
75718588,7,3,0,0,0,0,0,1
14536220,9,1,0,0,1,0,0,0
62417334,11,1,0,1,0,0,0,0
53871215,14,2,0,1,0,0,0,0
33483991,11,1,0,0,0,0,0,0
54371388,14,1,0,0,0,0,0,0
71552020,19,4,0,1,0,0,0,0
81869707,2,1,0,0,0,0,0,0
85227569,8,2,0,1,0,0,0,0
50085447,18,2,0,1,1,0,0,0
39742985,9,2,0,0,0,0,0,0
71218626,16,1,0,0,0,0,0,1
64122348,1,1,0,0,0,1,0,0
35752936,7,1,0,1,0,0,1,0
12656383,15,3,0,0,0,0,1,0
50149404,13,2,0,1,0,0,0,0
64796574,5,2,0,0,0,0,0,0
38534121,13,2,0,0,1,0,0,0
83548104,15,3,0,1,0,0,0,0
63338844,13,2,0,1,1,0,0,0
80690900,2,1,0,1,0,1,0,1
81196386,7,1,0,0,0,0,1,1
64051904,12,2,1,1,0,1,0,0
64860218,8,2,0,0,0,0,0,0
89024735,3,1,0,0,1,0,0,0
98579170,9,2,0,1,0,0,0,0
57537671,17,3,0,0,0,0,0,1
62185550,15,2,0,1,0,0,0,0
41107329,15,2,0,0,0,0,0,0
81968005,10,2,0,1,0,0,0,0
38928361,12,2,0,0,0,0,0,0
56124381,17,2,0,0,0,0,0,0
30444177,15,1,0,1,0,0,0,0
10420016,17,2,0,0,0,0,0,0
72290468,9,2,0,1,0,0,0,0
38005488,2,3,0,0,0,0,0,0
79043763,20,2,1,0,0,0,0,0
67289972,10,2,1,1,1,0,0,0
10148971,3,2,0,1,0,0,0,0
32358735,9,2,0,1,0,0,0,0
17148309,13,2,0,0,1,0,0,0
39831445,10,2,0,1,1,0,0,0
27594931,12,2,1,1,0,0,0,0
12464525,12,2,0,1,0,0,0,0
90191450,12,2,0,0,0,0,0,0
76229049,7,2,0,1,0,0,1,0
58404101,9,2,0,0,0,0,0,0
52770780,18,2,0,1,1,0,0,0
67934315,2,2,1,1,1,0,0,0
16206190,1,3,0,1,0,1,0,0
66032274,9,2,0,1,0,0,0,0
97819615,2,2,0,1,0,0,0,0
22555391,18,2,0,1,0,1,0,0
69136467,8,3,0,1,1,0,0,0
21620916,7,3,0,0,0,0,0,0
75631273,16,2,0,1,1,0,0,0
32582418,0,2,0,1,0,1,0,0
51051771,0,2,0,1,0,1,0,0
55877019,16,1,0,0,1,0,0,0
89961312,17,1,0,1,1,0,0,0
28293397,17,1,0,1,0,0,0,0
9295887,18,1,0,1,0,0,0,0
49523000,1,2,0,1,0,1,1,1
95657347,7,3,0,1,0,0,0,0
62883369,7,1,0,1,1,0,1,0
47506940,16,3,0,0,0,0,0,0
99037642,11,1,0,1,0,0,1,0
79389045,11,2,0,0,0,1,0,0
12097898,19,1,0,0,0,0,0,0
67128888,7,2,0,1,0,0,0,0
92385240,10,2,0,1,0,0,0,0
47056722,13,3,0,0,0,0,0,0
54452497,10,2,0,0,1,1,0,1
26239231,8,1,0,0,0,1,0,1
25272089,3,2,0,1,0,0,1,1
77308190,4,1,0,1,0,0,0,0
97138779,11,3,0,0,0,0,0,0
55025132,9,1,0,1,0,0,0,1
25166118,10,2,1,0,0,0,0,1
95999945,9,2,0,0,0,1,1,1
42212959,16,2,0,1,0,1,0,0
33832062,16,1,0,0,0,0,0,0
83732389,8,2,0,1,0,0,0,0
94224928,6,1,0,0,0,0,0,0
12129095,17,4,0,1,0,0,0,0
58708137,19,2,1,1,0,0,0,0
64384566,7,3,0,1,0,0,0,1
40428725,8,2,0,1,0,1,0,0
14835616,19,1,0,1,0,1,0,0
96210556,10,2,0,0,0,0,1,0
27673029,2,2,0,1,1,0,0,1
54725140,2,3,0,1,0,0,0,1
97720990,1,2,0,1,1,1,1,0
31575326,0,1,0,1,0,0,0,0
99706065,12,2,0,0,0,1,1,0
19456742,10,1,1,0,1,0,0,0
51210604,4,2,0,0,0,0,1,1
33085110,1,2,0,1,0,0,0,0
41861953,8,4,0,0,1,1,0,0
45421644,15,2,0,1,0,0,0,0
95984301,10,1,0,0,0,0,0,1
34944208,0,2,0,0,0,0,0,0
53396351,20,3,0,0,0,1,0,0
29344308,8,2,0,0,1,0,0,0
44666741,7,1,1,0,0,0,0,0
43896609,12,1,0,1,0,0,0,0
49492751,1,2,0,1,1,0,0,0
65784803,7,2,0,1,0,0,0,0
27307085,4,2,0,0,0,0,0,0
67965095,20,2,0,0,1,1,0,0
34120245,2,2,0,1,1,0,0,0
42464561,16,3,0,0,0,1,0,0
81343969,10,1,0,0,0,0,1,0
86945883,6,2,0,0,0,0,0,0
89694880,1,3,0,0,0,1,0,0
71878994,16,4,0,0,0,0,1,0
16915552,5,2,0,1,0,0,0,0
70744061,8,3,0,0,0,1,0,0
85657468,1,1,0,0,0,0,0,0
81471651,8,2,0,0,0,1,0,0
32181246,5,1,0,1,1,0,0,1
70743680,20,4,0,0,1,0,0,1
83211309,11,2,0,0,0,1,0,0
17030702,2,2,0,1,1,0,0,0
32796345,11,2,0,0,0,0,0,0
28787802,9,3,0,0,1,0,0,0
38693132,12,1,0,0,1,0,0,1
62014347,1,2,1,0,1,0,0,1
69255070,9,1,0,1,0,0,0,0
55688803,10,2,0,1,0,0,0,0
36656386,8,2,0,1,0,0,0,1
48925975,9,2,0,0,0,0,0,0
60503595,16,2,0,0,0,0,0,0
10239400,8,2,0,0,0,0,0,0
30508171,8,2,0,1,1,1,0,0
41796741,16,3,0,1,0,0,0,0
46903556,18,1,0,0,1,0,0,0
27515672,20,1,1,0,1,0,0,0
93780904,6,2,1,0,0,1,0,0
70748421,11,1,0,0,0,1,0,0
16698543,13,1,1,0,0,0,0,0
43330228,14,1,0,1,0,1,1,0
56713419,10,1,0,0,1,0,0,0
56597265,12,2,0,0,0,0,0,0
71183571,14,2,0,0,0,0,0,1
69341538,16,2,0,1,0,0,0,0
17451808,15,2,0,1,0,0,0,0
40753920,14,2,0,1,0,0,0,0
65434878,12,2,1,0,0,0,0,1
84289794,14,2,0,0,0,0,0,0
18636781,1,2,0,0,0,0,0,0
48289533,16,2,0,1,0,0,0,0
18682688,0,2,0,1,0,1,0,0
43777352,6,2,0,0,0,0,0,1
63177582,14,2,0,1,0,0,0,0
16106420,17,3,0,0,0,0,0,1
60098331,15,2,0,0,0,0,0,0
71840302,8,2,0,1,1,0,0,0
96573250,15,3,0,0,0,0,0,0
12879461,12,2,0,1,0,0,0,1
64633783,14,3,0,1,0,1,0,0
46987818,14,1,0,1,0,0,0,0
39908225,0,3,0,1,0,0,0,0
38815318,12,2,0,0,0,0,0,0
27439767,16,2,0,0,0,0,0,0
45153142,8,3,0,1,1,0,0,0
19113846,6,3,0,1,0,0,0,0
95959956,18,1,0,1,0,0,0,0
58521030,1,2,0,1,0,0,0,0
37894952,2,2,0,1,0,0,0,0
26049641,5,2,0,0,0,0,0,1
26831216,4,2,0,0,1,0,0,0
87475591,17,3,1,1,0,0,0,0
26566566,3,3,0,1,1,1,0,0
39757038,13,1,0,0,1,0,0,0
44529625,4,1,0,1,0,0,0,1
75683391,7,3,0,0,0,0,0,0
24653471,13,2,0,1,1,0,0,0
36379517,2,2,0,0,1,0,0,1
86361526,15,1,0,1,0,0,0,0
94768233,6,1,1,1,0,0,0,0
68505484,10,3,0,1,0,1,0,0
77709767,11,3,0,1,0,0,0,0
22335015,0,3,1,0,0,0,0,0
87686054,17,3,0,1,1,0,0,0
35238547,2,3,0,0,1,0,1,0
31105525,10,2,0,1,1,0,0,0
43920605,13,2,0,1,1,0,0,0
39276021,19,1,0,0,0,1,1,1
47247086,11,2,1,1,0,0,0,1
94042025,9,2,0,0,0,0,0,1
29956393,3,2,0,1,0,0,0,0
15768438,20,1,0,1,0,1,0,0
98542541,9,3,0,1,0,0,1,0
77016823,15,3,1,0,0,0,0,0
94559351,19,2,0,1,0,1,0,0
44313129,10,2,0,1,0,0,0,0
65294272,14,1,0,1,0,0,0,1
71575258,0,2,0,0,0,0,0,0
71878717,9,3,0,1,1,0,0,0
37995831,1,2,0,1,1,0,1,1
25721442,16,2,0,0,0,1,0,0
58828633,15,2,0,1,0,1,0,0
13259652,3,2,0,0,0,0,0,0
70312765,8,2,0,0,0,0,0,0
78607820,2,2,0,0,0,0,0,0
34490580,8,1,0,1,1,0,1,0
68745546,11,3,0,0,1,0,0,0
95290502,15,3,0,0,1,0,0,0
98658949,11,2,0,1,0,1,0,0
67090205,11,1,0,0,0,1,0,0
69516058,3,2,0,0,0,0,0,1
11826476,16,2,0,1,0,0,0,0
30984291,3,2,0,1,1,1,0,0
18949783,12,1,0,0,0,0,0,1
40528817,3,3,0,1,0,0,0,0
92175302,2,1,0,1,1,1,0,0
39648170,10,2,0,0,1,1,0,0
41379730,8,3,0,0,0,0,0,0
33211506,7,1,1,0,1,0,0,1
18013325,12,1,0,0,1,0,0,0
92342076,10,3,0,0,0,0,0,0
22733560,2,2,0,0,0,1,0,1
16207189,15,1,0,1,1,1,0,0
84105639,10,3,0,1,1,1,0,0
70779287,14,2,0,0,0,0,0,0
73190052,20,2,0,0,0,0,0,0
76449362,3,1,0,1,0,0,1,0
85331609,3,3,0,0,0,0,0,0
61920535,17,1,0,1,0,0,0,0
41814956,13,2,0,1,1,0,1,1
89842071,10,3,0,1,0,0,0,0
52490583,4,2,0,1,0,0,0,0
78351420,19,2,0,1,0,0,0,0
72245135,7,1,0,0,1,0,0,1
29821127,13,2,1,1,1,0,0,0
84141515,20,3,0,0,1,1,0,0
60656479,14,3,0,1,0,0,0,0
55837528,19,3,1,0,0,0,0,0
42897212,15,2,0,1,0,0,0,0
55913456,11,2,1,1,0,0,0,0
64459307,7,1,0,1,0,0,1,0
34255544,12,3,0,1,1,0,0,0
97252415,15,3,0,0,0,1,0,0
66558066,11,3,0,1,1,0,0,1
50292433,17,2,0,1,1,1,0,0
95575561,2,2,0,1,0,0,0,1
68391823,5,2,0,0,0,1,0,0
37544414,15,2,0,0,1,0,1,0
57212578,1,2,0,1,0,0,0,0
19302833,2,2,0,1,0,0,0,1
17321270,18,2,0,1,0,0,0,0
59851799,11,2,0,1,1,0,0,0
66462592,16,2,0,0,1,1,0,0
98475229,9,1,0,0,1,1,1,0
41797246,11,2,0,1,0,0,1,0
60101219,10,2,0,1,1,0,0,0
69076550,19,2,1,1,0,0,0,0
94836454,4,2,0,1,0,0,1,0
62901801,8,1,0,0,1,0,0,1
16989645,14,2,0,1,0,0,0,0
68303976,19,2,0,1,1,0,0,0
17571979,20,2,0,1,1,0,0,0
84716747,15,3,0,1,0,0,0,1
45648810,6,2,0,0,0,0,0,0
74827470,6,3,0,0,0,0,0,0
38790619,16,2,0,1,0,0,1,0
71020342,14,1,0,0,0,0,0,1
71318228,12,1,0,1,0,1,0,0
29024079,4,1,0,0,1,0,0,0
27857121,3,2,0,1,1,0,0,0
48019628,15,2,0,0,0,0,1,0
92490282,14,3,0,1,0,0,0,0
30702055,12,1,0,1,1,1,0,1
58801692,18,2,0,0,1,0,0,0
95769958,1,3,0,1,0,1,0,1
69561081,2,2,0,1,0,0,0,0
16650816,15,1,0,1,1,0,0,0
78723406,18,1,0,1,1,0,0,0
41496155,14,2,0,1,1,0,0,0
92935841,9,3,0,1,1,1,1,0
26170701,6,1,0,1,1,1,1,1
72994648,19,1,0,1,1,0,0,0
86671774,15,2,1,0,1,0,0,0
51828984,12,2,1,1,0,0,1,0
98291662,19,1,0,0,0,0,0,0
27515060,11,2,0,0,0,1,0,0
90980602,3,3,0,0,0,0,1,0
19027210,3,2,0,0,1,0,0,0
25200128,18,3,0,1,0,1,0,0
16244205,1,2,0,0,0,0,0,1
68772963,17,3,0,0,0,0,0,0
30582225,3,1,0,0,0,0,0,1
81244714,15,3,0,1,0,0,0,0
90695958,8,2,1,1,1,0,0,0
20381439,11,2,0,1,0,1,0,0
81557324,2,4,1,0,1,0,0,0
30732734,7,2,0,0,0,0,0,0
59388247,16,2,0,0,1,0,0,1
29515691,14,3,0,1,0,0,0,0
12143459,20,3,0,0,1,0,0,0
88600265,6,1,0,1,0,1,0,1
13316439,9,3,0,1,1,0,0,0
28210028,19,2,0,0,0,0,0,0
81457484,16,2,0,1,0,0,1,0
57745646,9,1,0,0,0,0,0,0
39048086,6,2,0,1,0,0,0,0
70958363,6,2,0,1,0,0,0,0
25686763,10,1,0,0,0,0,1,0
81797774,11,1,0,1,0,0,0,1
86066813,6,3,1,1,0,0,1,0
51350913,11,2,0,0,0,0,0,0
84545734,18,1,0,1,0,1,0,0
26975447,12,2,0,1,0,0,0,0
67242703,7,2,0,1,1,0,0,0
26186333,10,1,0,0,0,1,0,1
38003379,19,1,1,1,1,0,0,1
52620265,10,1,0,1,0,0,0,0
95287969,13,1,0,0,0,0,0,0
27514380,5,2,0,0,0,0,0,0
63177436,11,2,0,1,0,0,0,0
48012049,10,2,0,1,1,0,0,0
16367263,4,1,0,1,0,0,0,0
82343028,4,2,0,1,1,0,0,1
49613627,3,2,0,0,0,0,1,0
11069900,6,1,0,0,1,0,0,1
93375046,11,2,0,0,1,0,0,0
33102761,2,3,0,1,0,0,0,1
71520628,5,2,0,1,1,0,0,0
43875946,2,1,0,1,0,0,0,0
39077340,18,2,0,1,0,1,0,0
87396144,5,2,0,1,0,1,0,0
85433456,8,3,0,0,0,1,0,0
74341541,8,3,0,0,0,0,0,1
67722231,11,2,0,0,0,0,0,0
29297261,15,2,0,1,0,0,0,0
93634154,15,1,0,0,0,0,0,0
90456168,15,2,0,0,1,0,0,0
30439547,6,3,1,0,0,0,0,0
40896247,12,2,0,0,0,0,1,0
68031174,5,2,0,1,0,0,0,0
54697792,6,2,0,1,0,0,0,0
34303254,20,1,0,1,1,0,0,0
51875638,5,2,0,1,0,0,0,0
78774604,14,4,0,0,0,0,1,0
62522180,17,1,0,0,0,0,0,0
47884250,17,1,0,1,0,0,0,0
78700857,2,3,0,0,0,1,0,0
60378819,15,2,1,1,0,0,0,0
13777559,13,2,0,1,0,0,0,0
90142637,1,2,0,1,1,0,0,0
81493420,7,3,1,1,0,0,0,1
65628092,15,1,0,1,1,0,0,0
79329111,4,3,0,0,1,1,0,0
68201277,16,3,0,0,1,0,1,0
44560060,15,1,0,1,0,0,0,0
58176054,12,2,0,1,1,0,0,0
23542483,5,3,0,1,0,0,0,0
98126848,7,2,1,0,0,1,0,0
26882306,15,2,0,1,0,0,0,0
59147893,4,2,0,1,0,0,0,0
92221783,1,2,0,1,1,0,0,0
37408960,16,2,0,1,1,0,0,0
62936796,19,3,0,1,0,0,0,0
48415854,7,1,0,1,0,0,0,0
89508926,2,1,0,0,0,0,0,0
54563027,7,2,0,1,1,1,0,0
97032562,0,3,0,0,0,0,0,1
45953052,13,2,1,1,1,0,0,0
22088584,16,2,0,0,1,0,0,0
86689026,5,1,0,1,0,0,0,0
40638971,2,1,0,0,0,0,0,0
29785385,4,3,0,1,0,0,0,0
17616229,1,3,0,1,1,0,1,1
87724632,17,2,0,1,1,0,0,1
70036929,18,3,0,1,0,0,0,0
16427647,0,1,0,0,0,0,0,0
95086683,11,1,0,0,0,0,0,0
98204020,9,4,0,0,0,0,0,0
78131915,2,1,1,1,0,0,0,0
14462896,12,1,0,1,0,0,0,0
23987551,4,2,1,0,0,0,0,0
73326059,12,1,0,1,0,0,0,0
83884098,10,1,0,1,0,0,0,0
79683230,6,3,0,1,0,1,0,1
89013537,12,2,1,1,1,0,1,0
12208560,14,2,0,1,0,0,0,0
94916162,19,1,0,0,0,0,0,1
10058035,6,1,0,1,0,0,0,0
21349784,10,3,0,0,0,0,0,0
61972893,15,1,0,1,0,0,0,0
68598001,8,3,0,0,0,0,0,0
22139684,5,2,0,1,1,0,0,0
99764922,8,1,0,1,0,0,0,0
54102493,9,3,0,0,0,0,0,0
50937250,1,1,0,0,1,0,0,0
72810571,16,1,0,0,0,1,0,0
63603698,15,1,0,0,0,0,0,0
86604453,15,3,0,0,0,1,1,0
42387113,7,3,0,1,0,0,1,0
22161952,8,2,0,0,0,1,1,0
91849278,18,2,0,0,0,0,0,0
95458238,17,4,0,1,0,0,1,1
90467355,4,2,0,0,0,0,0,1
91409442,14,2,0,1,0,1,0,0
92519819,8,2,0,1,0,0,0,1
57210323,5,1,0,1,0,0,0,0
12171667,2,2,1,1,1,0,0,0
19264971,16,2,0,1,0,0,0,0
17041347,3,2,1,1,1,0,0,0
40056436,6,1,0,1,0,0,0,1
23061539,8,2,0,0,0,0,0,1
73710764,0,2,0,0,0,0,0,0
44237157,0,2,1,1,0,0,0,1
67424869,19,2,0,0,0,0,0,0
88504690,7,2,0,0,0,0,0,0
48614325,5,2,1,1,0,0,0,0
97782345,15,2,0,1,0,1,0,0
32362904,3,2,0,1,0,0,0,0
96148090,6,2,1,0,0,0,0,0
85220826,20,3,0,1,0,0,0,0
52564482,18,2,0,1,1,0,1,0
99004725,0,2,0,1,1,0,0,0
35226228,8,2,0,0,1,0,0,0
19645404,8,2,0,1,0,0,0,0
33790164,15,3,0,0,0,0,0,0
64193223,9,2,1,1,0,1,1,0
42221548,15,2,0,0,0,1,0,0
65847834,5,1,0,0,0,0,0,0
52580196,8,2,0,1,0,1,0,0
10847031,8,2,0,0,0,0,0,0
31330024,17,1,0,0,0,0,0,0
36984708,17,2,0,1,0,0,1,1
40135244,13,2,0,0,0,0,0,0
71943349,10,2,0,1,1,1,0,1
38678214,17,3,0,0,0,0,0,0
32423134,19,2,0,0,0,0,0,0
40932692,1,3,0,1,0,0,0,0
44455556,12,1,0,0,0,0,0,0
85139740,5,2,1,1,0,0,0,0
64955467,5,2,0,1,0,0,0,0
68379513,1,2,1,0,1,0,0,1
47827796,4,3,0,1,0,1,1,0
26182516,8,2,0,0,0,0,0,1
84471893,20,2,0,0,0,0,0,0
84062482,9,2,0,1,0,0,0,0
