"actual_type","predict_type","prob_spam"
"ham","ham",3.44409535658019e-06
"spam","spam",0.999999881188999
"ham","ham",5.40685902423079e-07
"ham","ham",7.38379315036527e-07
"ham","ham",1.80520530461009e-05
"spam","spam",0.995622507827822
"ham","ham",0.00067962247571601
"ham","ham",0.000187877323029258
"ham","ham",1.9098765535924e-05
"ham","ham",0.00010320082471249
"ham","ham",0.00591670924337098
"spam","spam",1
"ham","ham",1.63613028798019e-05
"ham","ham",0.000223996705671225
"ham","ham",1.57804878758657e-05
"spam","spam",0.685974819481318
"ham","ham",8.68732698082599e-05
"ham","ham",6.93167965331134e-06
"ham","ham",0.00067962247571601
"ham","ham",0.00458449696577673
"ham","ham",0.000174411294928261
"ham","ham",3.31626086218849e-05
"ham","ham",8.22425399128571e-09
"ham","ham",0.00067962247571601
"ham","ham",2.0980880023154e-05
"spam","spam",0.998688819205771
"ham","ham",2.19425659843788e-06
"ham","ham",0.00092076695099276
"ham","ham",0.000143517271568795
"ham","ham",1.64100300105918e-05
"spam","ham",0.0320059615766814
"ham","ham",4.4700777605567e-06
"ham","ham",7.12871679865711e-06
"ham","ham",0.00043609048286587
"ham","ham",0.000868979505806471
"ham","ham",3.2380301764672e-05
"ham","ham",0.000160052201222823
"spam","spam",0.999953677890244
"ham","ham",0.00276045923255634
"ham","ham",3.29139510512889e-05
"ham","ham",1.20534366722835e-05
"ham","ham",0.00067962247571601
"ham","ham",3.0581782493028e-06
"ham","ham",6.86302811343258e-06
"ham","ham",0.00067962247571601
"ham","ham",0.00067962247571601
"spam","spam",0.758032308863023
"spam","spam",0.999999966754772
"ham","ham",0.000244430680253993
"ham","ham",2.62071857399435e-06
"ham","ham",0.00977618451830303
"ham","ham",0.000464387545772049
"ham","ham",0.00262203632688606
"ham","ham",0.0138283181212183
"ham","ham",0.00067962247571601
"ham","ham",9.97397245667241e-08
"spam","spam",0.999999991520852
"ham","ham",4.46239171143783e-06
"ham","ham",0.0101220255986443
"ham","ham",6.38343996788978e-05
"ham","ham",2.91751214536834e-05
"ham","ham",0.00429824354090849
"ham","ham",5.34231274017713e-06
"spam","spam",0.995433899992031
"ham","ham",0.000114664207949889
"ham","ham",8.29610723315563e-06
"ham","ham",0.000128341263888705
"ham","ham",0.239393091316496
"ham","ham",3.0427731510395e-05
"ham","ham",2.09653762441104e-05
"ham","ham",0.000105904579179721
"ham","ham",2.31488698782867e-08
"ham","ham",4.71357016024913e-05
"ham","ham",3.01701462480895e-06
"ham","ham",0.0113927809806788
"ham","ham",1.76247490450008e-05
"ham","ham",0.000349441371788192
"ham","ham",8.10368564509401e-05
"ham","ham",0.00067962247571601
"ham","ham",0.0200617098034912
"spam","spam",0.999999999999978
"ham","ham",9.054025157248e-06
"ham","ham",2.56536900439804e-05
"ham","ham",0.00140864652322838
"ham","ham",4.02820955288254e-05
"spam","spam",0.99999999999998
"ham","ham",0.01339349360121
"ham","ham",0.000407304399343069
"ham","ham",0.0021831616857604
"ham","ham",0.000520521032694448
"ham","ham",2.27538485529771e-05
"ham","ham",1.81889376310719e-05
"ham","ham",2.99103610477183e-05
"ham","ham",0.00067962247571601
"ham","ham",0.000247476878178694
"ham","ham",0.000327294016435421
"ham","ham",0.00043609048286587
"ham","ham",0.00067962247571601
"ham","ham",0.00148764541123529
"ham","ham",0.000596619800118702
"ham","ham",9.37585474493069e-05
"ham","ham",0.000407771113370827
"ham","ham",6.12123765357357e-07
"ham","ham",0.000133702310541852
"ham","ham",0.00040390012382744
"ham","ham",9.33029641308347e-05
"ham","ham",0.000250015029770273
"ham","ham",0.000282388215399214
"ham","ham",0.00067962247571601
"ham","ham",0.000736624580378319
"ham","ham",1.5573143997549e-05
"ham","ham",2.42102773305037e-05
"ham","ham",0.000625677008266042
"ham","ham",0.00618820530122559
"ham","ham",7.49812849089304e-07
"ham","ham",0.000992440915377193
"spam","spam",1
"ham","ham",2.25971449948546e-09
"ham","ham",2.6675172047459e-06
"ham","ham",2.92481690491356e-07
"ham","ham",0.000536745151359278
"ham","ham",0.000514133724470128
"ham","ham",0.00954104602348962
"ham","ham",0.000233334224352886
"ham","ham",0.000578546689647189
"ham","ham",9.77423882114331e-06
"ham","ham",0.00145335219008848
"ham","ham",0.00067962247571601
"ham","ham",0.000148191328581189
"ham","ham",9.77533019556134e-05
"ham","ham",0.000110748796803216
"ham","ham",0.00053938689046906
"ham","ham",5.92297263041537e-05
"ham","ham",2.02283910659962e-06
"ham","ham",0.00067962247571601
"ham","ham",7.81172350534915e-07
"ham","ham",0.000310443058748647
"ham","ham",0.00067962247571601
"spam","spam",0.999999999843814
"ham","ham",0.000482065589808631
"ham","ham",9.26777465290959e-06
"ham","ham",0.0192885771871682
"ham","ham",5.43480316108095e-05
"ham","ham",4.00140910048305e-05
"spam","spam",0.999999579071591
"ham","ham",6.60848321789254e-08
"ham","ham",0.000324797981904609
"ham","ham",0.000113509332525269
"ham","ham",9.81730376200245e-06
"ham","ham",3.72231735734271e-08
"ham","ham",7.32410141299029e-06
"ham","ham",3.42859222728583e-05
"ham","ham",1.36531627456816e-05
"ham","ham",0.00067962247571601
"spam","spam",0.96692040991948
"ham","ham",0.000243218830655313
"ham","ham",7.41818277101193e-06
"ham","ham",9.50912020377576e-11
"spam","spam",0.999840330796167
"ham","ham",1.89217682370464e-07
"ham","ham",3.4712508274887e-05
"ham","ham",0.000103922968459057
"ham","ham",0.000107082007641248
"ham","ham",0.0035055162016692
"ham","ham",0.000595390288633738
"ham","ham",2.97975688782063e-07
"ham","ham",4.62532955961328e-05
"ham","ham",0.000380576709871293
"ham","ham",1.16519816879226e-05
"ham","ham",0.000220115350903939
"ham","ham",1.25582653547958e-06
"ham","ham",0.000430249203095352
"ham","ham",0.000192038013294216
"ham","ham",5.79873167845271e-06
"spam","spam",0.954019765776148
"ham","ham",0.000931996956551958
"ham","ham",0.00459678559768171
"ham","ham",0.000931352214697929
"spam","ham",0.000712646591361517
"ham","ham",0.000244430680253993
"ham","ham",5.58090432404904e-05
"ham","ham",1.06576725679593e-05
"ham","ham",8.06678310310566e-05
"spam","spam",0.9999999999882
"ham","ham",0.000329861536245651
"ham","ham",2.08334664316624e-05
"ham","ham",0.000165046517050122
"ham","ham",0.000204535715713921
"ham","ham",0.000351330060838749
"ham","ham",2.49358803477489e-06
"ham","ham",0.000160052201222823
"ham","ham",0.00337512590465208
"ham","ham",0.000165494622220868
"spam","spam",0.897571946663716
"spam","spam",0.865792653297733
"ham","ham",0.000500371275635881
"ham","ham",0.00703672221632606
"ham","ham",4.49506327721983e-05
"ham","ham",8.24461844833252e-06
"ham","ham",6.14415327296018e-05
"ham","ham",9.89096956019669e-06
"ham","ham",0.00152967848796529
"ham","ham",1.39622287876761e-07
"spam","spam",0.992203312379133
"ham","ham",1.15006927616412e-05
"ham","ham",1.84637634892624e-07
"ham","ham",1.18885399971138e-05
"ham","ham",7.16793342013415e-08
"ham","ham",2.30985700524431e-05
"ham","ham",6.53212145135296e-05
"ham","ham",0.186535850832016
"ham","ham",8.99072053063389e-09
"ham","spam",0.580813568262648
"spam","spam",0.733514109498035
"spam","spam",0.999969699627208
"ham","ham",0.00403589866727639
"ham","ham",0.000244430680253993
"ham","ham",7.83531206937891e-07
"ham","ham",0.00236192025155563
"ham","ham",3.90439091610533e-06
"ham","ham",0.000781616332165639
"ham","ham",0.000597617702499276
"ham","ham",0.000715801203430886
"spam","spam",0.511727252689501
"ham","ham",0.00067962247571601
"spam","spam",0.999999999167896
"ham","ham",0.00246770338653559
"ham","ham",2.12008371586511e-06
"ham","ham",3.7588231237524e-05
"ham","ham",0.00099830396867153
"spam","spam",1
"ham","ham",5.21112945925896e-05
"spam","spam",0.999626851220301
"ham","ham",0.0002221528487377
"ham","ham",0.000514607835144456
"ham","ham",3.4495923561389e-07
"ham","ham",1.24693562492864e-05
"ham","ham",0.000359849805919406
"ham","ham",7.78673605182282e-05
"ham","ham",4.15891001977248e-07
"ham","ham",0.00067962247571601
"ham","ham",0.00067962247571601
"ham","ham",0.000162541077293651
"spam","ham",7.25161496993114e-05
"ham","ham",0.000447017476709728
"ham","ham",0.00111319962934589
"spam","ham",0.0264211304896718
"ham","ham",0.00067962247571601
"ham","ham",0.00067962247571601
"ham","ham",0.000162740443824205
"ham","ham",0.000354223182099007
"ham","ham",0.000745635263228134
"spam","spam",0.999999999999994
"ham","ham",4.06023538259352e-05
"ham","ham",0.00211091712020517
"spam","spam",0.999989618780457
"ham","ham",2.07895915382502e-05
"ham","ham",0.000349441371788192
"ham","ham",0.000271657792753188
"spam","spam",0.999999999999978
"spam","spam",0.999714208316362
"ham","ham",7.84053200439154e-05
"ham","ham",0.00067962247571601
"ham","ham",0.0313470149694823
"ham","ham",0.000116473500939234
"ham","ham",9.98976888417838e-05
"ham","ham",5.11378594526011e-05
"spam","spam",0.999999999986088
"ham","ham",0.000132855217684488
"ham","ham",0.00067962247571601
"ham","ham",6.21802861041221e-05
"ham","ham",0.000158138190361429
"ham","ham",0.000116054314630239
"ham","ham",1.79794830741391e-07
"ham","ham",0.000254886830940084
"ham","ham",4.42780023150597e-05
"ham","ham",0.000446402992977751
"ham","ham",9.48726038949781e-06
"ham","ham",0.00936549669900442
"ham","ham",0.000654551749208519
"ham","ham",1.45720800558051e-07
"spam","ham",0.258793103940044
"ham","ham",0.00067962247571601
"spam","spam",0.999779205179601
"ham","ham",9.75622299251398e-05
"ham","ham",0.000244430680253993
"spam","ham",0.0986411815234363
"ham","ham",0.000183385243454254
"ham","ham",0.000260777462191259
"ham","ham",0.000349441371788192
"ham","ham",5.4085418095254e-07
"ham","ham",1.39579843582579e-05
"ham","ham",0.00110078566880504
"ham","ham",0.000105904579179721
"spam","spam",0.981525381914996
"ham","ham",0.000840393587666666
"ham","ham",0.00067962247571601
"ham","ham",1.5429130881077e-05
"spam","spam",0.999737240806402
"ham","ham",0.000125582265178685
"ham","ham",4.44940632699617e-06
"ham","ham",1.25885370166002e-07
"ham","ham",0.000135507398299568
"ham","ham",0.000134556664528339
"ham","ham",0.000174411294928261
"ham","ham",7.91838229575681e-08
"ham","ham",0.000379633739508793
"ham","ham",5.44377555892689e-05
"ham","ham",0.000349441371788192
"ham","ham",1.05241427522956e-09
"spam","spam",0.999999999999063
"ham","ham",2.09237732256614e-05
"ham","ham",1.30404471344392e-05
"ham","ham",2.82916673107319e-05
"ham","ham",0.000121331725029012
"ham","ham",0.00067962247571601
"ham","ham",0.000116054314630239
"ham","ham",2.5193806443763e-05
"ham","ham",6.06088731391437e-05
"ham","ham",2.83597652151723e-07
"ham","ham",8.37579736970263e-06
"ham","ham",0.000780859205239048
"ham","ham",0.000125179310650542
"ham","ham",7.93905999621176e-06
"ham","ham",0.000135507398299568
"spam","spam",0.999999169044431
"ham","ham",2.27538485529771e-05
"ham","ham",9.77476113530963e-06
"ham","ham",3.41414255336096e-05
"spam","spam",0.999999999969504
"ham","ham",0.0146882037186153
"ham","ham",0.00067962247571601
"ham","ham",0.00803044373974253
"ham","ham",8.09059646276655e-05
"ham","ham",0.00220110750581253
"ham","ham",0.0106243087986761
"spam","spam",0.999939649063007
"ham","ham",8.36552045710098e-05
"ham","ham",1.43081960520187e-05
"ham","ham",5.8146901736634e-06
"ham","ham",5.77092009651863e-05
"ham","ham",7.12225576306358e-06
"ham","ham",0.000254130751777836
"spam","spam",0.999998613514178
"ham","ham",1.61498926060617e-05
"ham","ham",0.000108524909554869
"spam","spam",0.999999999995251
"spam","spam",0.999999995959734
"spam","spam",0.999999999989539
"ham","ham",0.00067962247571601
"ham","ham",3.38193625602963e-07
"ham","ham",0.000407304399343069
"ham","ham",0.000148414387401369
"ham","ham",3.6605931063558e-05
"ham","ham",0.153335122863975
"spam","spam",0.942703340694341
"ham","ham",0.00144269293510383
"ham","ham",0.0105522680879716
"ham","ham",0.000129173504211825
"ham","ham",0.00067962247571601
"spam","spam",0.999999999999643
"ham","ham",2.96996874053655e-07
"ham","ham",0.000135507398299568
"ham","ham",0.000745635263228134
"ham","ham",3.80265473752134e-05
"ham","ham",8.71800680400021e-05
"ham","ham",0.00067962247571601
"ham","ham",0.134448799609515
"ham","ham",7.59299388723524e-05
"ham","ham",0.000162740443824205
"spam","spam",0.999929673480435
"ham","ham",0.00275703769257829
"ham","ham",0.00067962247571601
"ham","ham",0.000173444888329752
"ham","ham",0.00067962247571601
"ham","ham",0.000143517271568795
"ham","ham",0.000273231955502447
"ham","ham",0.00396811021373492
"ham","ham",0.00067962247571601
"ham","ham",2.58523680691122e-05
"ham","ham",6.02534660804874e-07
"ham","ham",0.00126350308002053
"spam","spam",0.999953677890244
"ham","ham",0.000249904691974377
"spam","spam",0.999999995080894
"ham","ham",0.00092076695099276
"ham","ham",0.000407771113370827
"ham","ham",3.59747440825997e-06
"ham","ham",0.00067962247571601
"ham","ham",3.3435939946992e-07
"ham","ham",0.00067962247571601
"spam","spam",0.999999967062615
"ham","ham",9.15481665146072e-05
"ham","ham",0.000394519624261054
"ham","ham",0.000182960555481588
"ham","ham",0.000116054314630239
"ham","ham",9.62719982480766e-06
"ham","ham",1.93318875281644e-05
"ham","ham",2.83502063250201e-05
"ham","ham",4.56344155831129e-06
"ham","ham",1.30965243451952e-06
"ham","ham",0.000553283568077679
"ham","ham",0.00067962247571601
"ham","ham",1.40362255070183e-05
"ham","ham",0.000759555394010231
"ham","ham",8.06678310310566e-05
"ham","ham",0.00067962247571601
"ham","ham",0.000305689597988143
"ham","ham",0.0019232041241985
"ham","ham",0.000129892179442086
"spam","spam",0.999997222571194
"ham","ham",0.00067962247571601
"ham","ham",0.000101770386100363
"ham","ham",5.62788852915819e-06
"ham","ham",0.00067962247571601
"ham","ham",0.00392472318492639
"ham","ham",1.4769331111845e-05
"ham","ham",0.000391641007120003
"ham","ham",0.00846876662669523
"ham","ham",0.000194530504112089
"ham","ham",2.47119306001041e-05
"ham","ham",8.11618085696915e-10
"ham","ham",7.77703918101271e-05
"spam","spam",0.999999999905582
"ham","ham",7.51341572660923e-06
"ham","ham",7.86438376503458e-05
"ham","ham",1.02184518715921e-05
"ham","ham",1.15049094788343e-07
"ham","ham",8.96550051000567e-05
"ham","ham",0.000308428105110174
"ham","ham",5.59591400856429e-05
"ham","ham",3.04505438951988e-06
"ham","ham",1.48955650279592e-07
"ham","ham",0.000181517998382005
"ham","ham",0.157515912919765
"ham","ham",2.34771491636192e-05
"spam","spam",0.999999999994164
"ham","ham",0.000840393587666666
"ham","ham",0.0111170466183267
"ham","ham",3.0614348785015e-06
"ham","ham",0.409583059947219
"ham","ham",1.43661908909271e-05
"ham","ham",0.00400675355404639
"ham","ham",2.59452381267124e-05
"ham","ham",0.00211102763917723
"ham","ham",0.0432627916026114
"ham","ham",0.030280051881816
"ham","ham",1.00425238162327e-06
"ham","ham",2.85389967387119e-05
"ham","ham",0.00105047651306964
"ham","ham",5.29598580873427e-06
"ham","ham",0.00067962247571601
"ham","ham",0.00067962247571601
"ham","ham",1.18445741555054e-05
"spam","spam",0.999999998641099
"ham","ham",6.44736188200233e-05
"spam","spam",0.921782574852194
"ham","ham",0.000769749859946353
"ham","ham",0.00261607755731222
"ham","ham",5.9543695677661e-08
"ham","ham",0.000206031649657745
"ham","ham",0.00035054434391934
"ham","ham",3.28574551818834e-06
"ham","ham",0.000305689597988143
"ham","ham",0.00067962247571601
"ham","ham",0.384740884074088
"ham","ham",0.000271657792753188
"ham","ham",0.000101464005124196
"ham","ham",3.06538161357592e-07
"ham","ham",0.000186338937629279
"ham","ham",4.27932958835355e-05
"spam","spam",0.999999995143689
"ham","ham",5.00326877965446e-05
"ham","ham",5.86661149260109e-07
"ham","ham",0.00067962247571601
"spam","spam",0.999999999980837
"ham","ham",6.09853618938335e-05
"ham","ham",0.00116567523394997
"ham","ham",0.00067962247571601
"ham","ham",0.00013060138315505
"ham","ham",2.28887120200837e-05
"ham","ham",9.20048667056584e-05
"ham","ham",0.00217407530481394
"ham","ham",0.00828550561006687
"ham","ham",8.13543540531448e-05
"ham","ham",1.09343376411024e-05
"spam","spam",0.971809159993751
"ham","ham",0.00067962247571601
"ham","ham",8.68732698082599e-05
"ham","ham",0.000407771113370827
"ham","ham",0.00217673522271612
"ham","ham",0.00108628979259625
"ham","ham",0.000288535249511599
"ham","ham",8.63074453039072e-05
"ham","ham",2.46617251759551e-06
"ham","ham",0.000489421316599047
"spam","spam",0.999999999875453
"ham","ham",9.68525112484915e-05
"ham","ham",4.30985088146828e-05
"ham","ham",9.77605749385635e-06
"ham","ham",1.33085709004573e-05
"ham","ham",0.000162740443824205
"ham","ham",0.00067962247571601
"ham","ham",0.000481713368755504
"ham","ham",5.03551888840169e-05
"ham","ham",8.03368173930805e-05
"ham","ham",1.81520457919322e-06
"ham","ham",0.0051413578735944
"ham","ham",1.10025427235172e-05
"ham","ham",3.57181971270285e-06
"ham","ham",0.000125757148704181
"ham","ham",9.07183408620595e-06
"ham","ham",2.45115412988546e-07
"ham","ham",2.24424577819616e-05
"ham","ham",8.44830771691093e-05
"ham","ham",0.00126350308002053
"ham","ham",7.03942225354267e-05
"ham","ham",2.60274807881483e-05
"ham","ham",1.06732642959534e-05
"ham","ham",2.88349733134095e-05
"ham","ham",1.74412785577169e-07
"ham","ham",3.38107608257662e-06
"ham","ham",2.032759951436e-06
"spam","spam",0.999998355713258
"ham","ham",8.97000846436769e-05
"ham","ham",0.000198044170651203
"ham","ham",9.63539576710845e-07
"ham","ham",0.000135507398299568
"ham","ham",2.52357569062381e-07
"ham","ham",0.000625817514507114
"ham","ham",0.000407428243113688
"ham","ham",0.00067962247571601
"spam","spam",0.999999999956062
"spam","spam",0.898972846040228
"ham","ham",0.0423678779571099
"ham","ham",2.69098192062411e-06
"spam","spam",0.943659570487398
"ham","ham",1.19273853241487e-05
"ham","ham",0.000541363077207593
"spam","spam",0.99886923422382
"ham","ham",4.5215066346537e-06
"ham","ham",8.38961919886347e-05
"ham","ham",6.93802438390563e-05
"ham","ham",0.00510939224061108
"ham","ham",9.04224104549689e-05
"ham","ham",4.08466890790118e-06
"ham","ham",0.000594041520514496
"ham","ham",7.14237918055625e-05
"ham","ham",1.15194207168598e-07
"ham","ham",8.37579736970263e-06
"ham","ham",5.41338784756526e-07
"ham","ham",1.31732868085968e-06
"ham","ham",0.000166253476743273
"ham","ham",4.56743735872286e-05
"spam","spam",0.999995003722377
"ham","ham",0.000313614637663872
"ham","ham",0.216166999945919
"ham","ham",0.000116054314630239
"spam","ham",0.00269759707864134
"ham","ham",2.84839460851487e-05
"ham","ham",0.000501213823934707
"ham","ham",2.72913512520346e-07
"ham","ham",4.47510301089827e-06
"ham","ham",0.0166757642645543
"ham","ham",0.000394519624261054
"ham","ham",1.57319955536106e-05
"ham","ham",6.88760274526634e-08
"ham","ham",7.84276255061962e-05
"ham","ham",0.000520521032694448
"ham","ham",0.000195608489582042
"ham","ham",0.000482065589808631
"ham","ham",1.24003362419734e-07
"ham","ham",0.00067962247571601
"ham","ham",0.000577638357806007
"ham","ham",0.000931352214697929
"ham","ham",6.41525811515587e-06
"ham","ham",0.000329333291243065
"spam","spam",0.99999737026361
"spam","spam",0.698981858350233
"spam","spam",0.999999596667014
"ham","ham",0.00576012376542629
"spam","ham",0.00347687405191571
"spam","spam",0.999949300965163
"ham","ham",0.000203994962428326
"ham","ham",5.12831360206257e-05
"ham","ham",0.00222118735907827
"ham","ham",0.00174879545367209
"spam","spam",0.999989618780457
"ham","ham",1.92521077535908e-05
"spam","spam",0.999998365075523
"ham","ham",6.50021694530555e-07
"ham","ham",3.98300818823924e-05
"ham","ham",0.00067962247571601
"ham","ham",5.87250113839716e-05
"ham","ham",0.000433873853163363
"spam","spam",0.996616636686868
"ham","ham",0.000259990745966135
"spam","spam",0.999999999999142
"ham","ham",8.28193634513983e-06
"ham","ham",0.000103160802533437
"ham","ham",4.23430211075794e-09
"ham","ham",0.000153873085003125
"ham","ham",1.92521077535908e-05
"ham","ham",0.000215005635624922
"ham","ham",1.0991479737169e-05
"ham","ham",0.00067962247571601
"ham","ham",0.00231540567576175
"ham","ham",0.000564179443216571
"ham","ham",0.000300386371381551
"ham","ham",0.00148199154925782
"ham","ham",0.000623475043176769
"ham","ham",0.000162780545766407
"ham","ham",0.000407771113370827
"ham","ham",0.00198001012624325
"ham","ham",4.14345942290457e-05
"ham","ham",0.000123694157722206
"spam","spam",0.99999999981255
"ham","ham",5.99954628994452e-05
"ham","ham",0.000393716271542623
"ham","ham",3.09864999933351e-07
"ham","ham",4.58099998736923e-08
"ham","ham",0.000489421316599047
"ham","ham",5.63667983803766e-06
"ham","ham",1.66973944111225e-05
"ham","ham",1.3207532415416e-05
"ham","ham",0.00220295589490284
"ham","ham",0.0172864431524666
"spam","spam",0.999999999999992
"ham","ham",0.00942034604668559
"ham","ham",2.79587679578024e-05
"ham","ham",8.70104038055628e-07
"ham","ham",2.7083231569115e-05
"ham","ham",0.000868979505806471
"ham","ham",0.0263379954181226
"ham","ham",2.2668975324161e-05
"ham","ham",2.55316735460103e-08
"ham","ham",0.000481713368755504
"ham","ham",6.86065247737824e-05
"ham","ham",0.00067962247571601
"ham","ham",0.000170294266121986
"ham","ham",4.30985088146828e-05
"ham","ham",0.000251622407325671
"ham","ham",0.0197347102585784
"ham","ham",7.14237918055625e-05
"ham","ham",2.2668975324161e-05
"ham","ham",1.93108742864732e-05
"ham","ham",0.00434761995093737
"ham","ham",3.7003821318005e-05
"spam","spam",1
"ham","ham",0.000766282716326367
"ham","ham",1.92521077535908e-05
"ham","ham",0.000152528225599386
"ham","ham",0.00310071837686014
"ham","ham",4.38479104062055e-05
"ham","ham",0.00218390068924414
"ham","ham",0.000110748796803216
"ham","ham",0.000398375231645984
"spam","spam",0.837787476456174
"ham","ham",0.00067962247571601
"ham","ham",0.000542385169962304
"spam","spam",0.999999540929142
"ham","ham",8.04695761452046e-05
"ham","ham",0.000284085511114509
"ham","spam",0.999520903651827
"ham","ham",0.00067962247571601
"spam","spam",0.891988744192701
"ham","ham",0.000103139905510478
"ham","ham",2.09811791008434e-05
"ham","ham",0.00217407530481394
"ham","ham",0.00195538233239115
"spam","spam",0.99999999999989
"ham","ham",9.16851607526795e-05
"spam","spam",0.999999668488047
"ham","ham",7.49404611444833e-08
"spam","spam",0.999999881188999
"ham","ham",0.000135041116071479
"ham","ham",0.00266532274059077
"ham","ham",0.00067962247571601
"spam","spam",0.99992175440866
"ham","ham",4.31855291210258e-06
"ham","ham",0.00438121533762667
"ham","ham",1.65898853037179e-05
"ham","ham",4.96341479941181e-06
"spam","ham",0.440614943841675
"ham","ham",0.000894676223692582
"ham","ham",0.00136786754338147
"ham","ham",0.000578546689647189
